	0
ID=gene-TraAM80_00200	1
ID=gene-TraAM80_00201	1
ID=gene-TraAM80_00202	1
ID=gene-TraAM80_00203	1
ID=gene-TraAM80_00204	1
ID=gene-TraAM80_00205	1
ID=gene-TraAM80_00206	1
ID=gene-TraAM80_00207	1
ID=gene-TraAM80_00208	1
ID=gene-TraAM80_00209	1
ID=gene-TraAM80_00210	1
ID=gene-TraAM80_00211	1
ID=gene-TraAM80_00212	1
ID=gene-TraAM80_00213	1
ID=gene-TraAM80_00214	1
ID=gene-TraAM80_00216	1
ID=gene-TraAM80_00217	1
ID=gene-TraAM80_00218	1
ID=gene-TraAM80_00219	1
ID=gene-TraAM80_00222	1
ID=gene-TraAM80_00226	1
ID=gene-TraAM80_00227	1
ID=gene-TraAM80_00228	1
ID=gene-TraAM80_00229	1
ID=gene-TraAM80_00230	1
ID=gene-TraAM80_00231	1
ID=gene-TraAM80_00233	1
ID=gene-TraAM80_00234	1
ID=gene-TraAM80_00237	1
ID=gene-TraAM80_00238	1
ID=gene-TraAM80_00239	1
ID=gene-TraAM80_00240	1
ID=gene-TraAM80_00241	1
ID=gene-TraAM80_00243	1
ID=gene-TraAM80_00245	1
ID=gene-TraAM80_00246	1
ID=gene-TraAM80_00247	1
ID=gene-TraAM80_00248	1
ID=gene-TraAM80_00249	1
ID=gene-TraAM80_00250	1
ID=gene-TraAM80_00251	1
ID=gene-TraAM80_00252	1
ID=gene-TraAM80_00253	1
ID=gene-TraAM80_00254	1
ID=gene-TraAM80_00255	1
ID=gene-TraAM80_00256	1
ID=gene-TraAM80_00257	1
ID=gene-TraAM80_00259	1
ID=gene-TraAM80_00260	1
ID=gene-TraAM80_00261	1
ID=gene-TraAM80_00262	1
ID=gene-TraAM80_00263	1
ID=gene-TraAM80_00264	1
ID=gene-TraAM80_00266	1
ID=gene-TraAM80_00267	1
ID=gene-TraAM80_00268	1
ID=gene-TraAM80_00269	1
ID=gene-TraAM80_00272	1
ID=gene-TraAM80_00273	1
ID=gene-TraAM80_00274	1
ID=gene-TraAM80_00277	1
ID=gene-TraAM80_00278	1
ID=gene-TraAM80_00279	1
ID=gene-TraAM80_00280	1
ID=gene-TraAM80_00281	1
ID=gene-TraAM80_00282	1
ID=gene-TraAM80_00283	1
ID=gene-TraAM80_00284	1
ID=gene-TraAM80_00285	1
ID=gene-TraAM80_00286	1
ID=gene-TraAM80_00287	1
ID=gene-TraAM80_00288	1
ID=gene-TraAM80_00289	1
ID=gene-TraAM80_00290	1
ID=gene-TraAM80_00292	1
ID=gene-TraAM80_00291	1
ID=gene-TraAM80_00293	1
ID=gene-TraAM80_00294	1
ID=gene-TraAM80_00296	1
ID=gene-TraAM80_00297	1
ID=gene-TraAM80_00298	1
ID=gene-TraAM80_00299	1
ID=gene-TraAM80_00300	1
ID=gene-TraAM80_00301	1
ID=gene-TraAM80_00302	1
ID=gene-TraAM80_00303	1
ID=gene-TraAM80_00305	1
ID=gene-TraAM80_00306	1
ID=gene-TraAM80_00307	1
ID=gene-TraAM80_00308	1
ID=gene-TraAM80_00309	1
ID=gene-TraAM80_00310	1
ID=gene-TraAM80_00311	1
ID=gene-TraAM80_00312	1
ID=gene-TraAM80_00313	1
ID=gene-TraAM80_00314	1
ID=gene-TraAM80_00317	1
ID=gene-TraAM80_00318	1
ID=gene-TraAM80_00319	1
ID=gene-TraAM80_00320	1
ID=gene-TraAM80_00321	1
ID=gene-TraAM80_00322	1
ID=gene-TraAM80_00323	1
ID=gene-TraAM80_00324	1
ID=gene-TraAM80_00325	1
ID=gene-TraAM80_00326	1
ID=gene-TraAM80_00327	1
ID=gene-TraAM80_00328	1
ID=gene-TraAM80_00329	1
ID=gene-TraAM80_00330	1
ID=gene-TraAM80_00331	1
ID=gene-TraAM80_00334	1
ID=gene-TraAM80_00337	1
ID=gene-TraAM80_00338	1
ID=gene-TraAM80_00341	1
ID=gene-TraAM80_00343	1
ID=gene-TraAM80_00345	1
ID=gene-TraAM80_00346	1
ID=gene-TraAM80_00347	1
ID=gene-TraAM80_00348	1
ID=gene-TraAM80_00349	1
ID=gene-TraAM80_00350	1
ID=gene-TraAM80_00351	1
ID=gene-TraAM80_00353	1
ID=gene-TraAM80_00354	1
ID=gene-TraAM80_00357	1
ID=gene-TraAM80_00358	1
ID=gene-TraAM80_00359	1
ID=gene-TraAM80_00360	1
ID=gene-TraAM80_00362	1
ID=gene-TraAM80_00363	1
ID=gene-TraAM80_00364	1
ID=gene-TraAM80_00365	1
ID=gene-TraAM80_00366	1
ID=gene-TraAM80_00367	1
ID=gene-TraAM80_00368	1
ID=gene-TraAM80_00369	1
ID=gene-TraAM80_00370	1
ID=gene-TraAM80_00374	1
ID=gene-TraAM80_00376	1
ID=gene-TraAM80_00377	1
ID=gene-TraAM80_00378	1
ID=gene-TraAM80_00379	1
ID=gene-TraAM80_00381	1
ID=gene-TraAM80_00382	1
ID=gene-TraAM80_00383	1
ID=gene-TraAM80_00384	1
ID=gene-TraAM80_00385	1
ID=gene-TraAM80_00387	1
ID=gene-TraAM80_00388	1
ID=gene-TraAM80_00389	1
ID=gene-TraAM80_00390	1
ID=gene-TraAM80_00391	1
ID=gene-TraAM80_00392	1
ID=gene-TraAM80_00393	1
ID=gene-TraAM80_00395	1
ID=gene-TraAM80_00397	1
ID=gene-TraAM80_00398	1
ID=gene-TraAM80_00399	1
ID=gene-TraAM80_00401	1
ID=gene-TraAM80_00402	1
ID=gene-TraAM80_00403	1
ID=gene-TraAM80_00404	1
ID=gene-TraAM80_00406	1
ID=gene-TraAM80_00407	1
ID=gene-TraAM80_00410	1
ID=gene-TraAM80_00411	1
ID=gene-TraAM80_00413	1
ID=gene-TraAM80_00414	1
ID=gene-TraAM80_00415	1
ID=gene-TraAM80_00417	1
ID=gene-TraAM80_00418	1
ID=gene-TraAM80_00419	1
ID=gene-TraAM80_00420	1
ID=gene-TraAM80_00421	1
ID=gene-TraAM80_00422	1
ID=gene-TraAM80_00423	1
ID=gene-TraAM80_00424	1
ID=gene-TraAM80_00426	1
ID=gene-TraAM80_00428	1
ID=gene-TraAM80_00427	1
ID=gene-TraAM80_00430	1
ID=gene-TraAM80_00431	1
ID=gene-TraAM80_00432	1
ID=gene-TraAM80_00433	1
ID=gene-TraAM80_00434	1
ID=gene-TraAM80_00435	1
ID=gene-TraAM80_00436	1
ID=gene-TraAM80_00437	1
ID=gene-TraAM80_00438	1
ID=gene-TraAM80_00439	1
ID=gene-TraAM80_00440	1
ID=gene-TraAM80_00441	1
ID=gene-TraAM80_00443	1
ID=gene-TraAM80_00444	1
ID=gene-TraAM80_00447	1
ID=gene-TraAM80_00446	1
ID=gene-TraAM80_00448	1
ID=gene-TraAM80_00449	1
ID=gene-TraAM80_00450	1
ID=gene-TraAM80_00452	1
ID=gene-TraAM80_00454	1
ID=gene-TraAM80_00453	1
ID=gene-TraAM80_00455	1
ID=gene-TraAM80_00456	1
ID=gene-TraAM80_00457	1
ID=gene-TraAM80_00458	1
ID=gene-TraAM80_00459	1
ID=gene-TraAM80_00460	1
ID=gene-TraAM80_00461	1
ID=gene-TraAM80_00462	1
ID=gene-TraAM80_00464	1
ID=gene-TraAM80_00466	1
ID=gene-TraAM80_00467	1
ID=gene-TraAM80_00468	1
ID=gene-TraAM80_00470	1
ID=gene-TraAM80_00471	1
ID=gene-TraAM80_00472	1
ID=gene-TraAM80_00473	1
ID=gene-TraAM80_00474	1
ID=gene-TraAM80_00475	1
ID=gene-TraAM80_00476	1
ID=gene-TraAM80_00478	1
ID=gene-TraAM80_00479	1
ID=gene-TraAM80_00480	1
ID=gene-TraAM80_00481	1
ID=gene-TraAM80_00482	1
ID=gene-TraAM80_00483	1
ID=gene-TraAM80_00484	1
ID=gene-TraAM80_00485	1
ID=gene-TraAM80_00486	1
ID=gene-TraAM80_00487	1
ID=gene-TraAM80_00488	1
ID=gene-TraAM80_00489	1
ID=gene-TraAM80_00490	1
ID=gene-TraAM80_00491	1
ID=gene-TraAM80_00492	1
ID=gene-TraAM80_00493	1
ID=gene-TraAM80_00494	1
ID=gene-TraAM80_00495	1
ID=gene-TraAM80_00496	1
ID=gene-TraAM80_00497	1
ID=gene-TraAM80_00498	1
ID=gene-TraAM80_00499	1
ID=gene-TraAM80_00500	1
ID=gene-TraAM80_00501	1
ID=gene-TraAM80_00502	1
ID=gene-TraAM80_00503	1
ID=gene-TraAM80_00504	1
ID=gene-TraAM80_00505	1
ID=gene-TraAM80_00507	1
ID=gene-TraAM80_00508	1
ID=gene-TraAM80_00509	1
ID=gene-TraAM80_00511	1
ID=gene-TraAM80_00513	1
ID=gene-TraAM80_00515	1
ID=gene-TraAM80_00516	1
ID=gene-TraAM80_00517	1
ID=gene-TraAM80_00520	1
ID=gene-TraAM80_00521	1
ID=gene-TraAM80_00522	1
ID=gene-TraAM80_00523	1
ID=gene-TraAM80_00524	1
ID=gene-TraAM80_00525	1
ID=gene-TraAM80_00526	1
ID=gene-TraAM80_00527	1
ID=gene-TraAM80_00528	1
ID=gene-TraAM80_00529	1
ID=gene-TraAM80_00530	1
ID=gene-TraAM80_00531	1
ID=gene-TraAM80_00532	1
ID=gene-TraAM80_00535	1
ID=gene-TraAM80_00536	1
ID=gene-TraAM80_00537	1
ID=gene-TraAM80_00539	1
ID=gene-TraAM80_00540	1
ID=gene-TraAM80_00541	1
ID=gene-TraAM80_00542	1
ID=gene-TraAM80_00543	1
ID=gene-TraAM80_00544	1
ID=gene-TraAM80_00545	1
ID=gene-TraAM80_00546	1
ID=gene-TraAM80_00547	1
ID=gene-TraAM80_00548	1
ID=gene-TraAM80_00549	1
ID=gene-TraAM80_00550	1
ID=gene-TraAM80_00551	1
ID=gene-TraAM80_00552	1
ID=gene-TraAM80_00553	1
ID=gene-TraAM80_00554	1
ID=gene-TraAM80_00556	1
ID=gene-TraAM80_00559	1
ID=gene-TraAM80_00560	1
ID=gene-TraAM80_00562	1
ID=gene-TraAM80_00563	1
ID=gene-TraAM80_00564	1
ID=gene-TraAM80_00565	1
ID=gene-TraAM80_00567	1
ID=gene-TraAM80_00568	1
ID=gene-TraAM80_00569	1
ID=gene-TraAM80_00570	1
ID=gene-TraAM80_00571	1
ID=gene-TraAM80_00572	1
ID=gene-TraAM80_00573	1
ID=gene-TraAM80_00574	1
ID=gene-TraAM80_00577	1
ID=gene-TraAM80_00578	1
ID=gene-TraAM80_00579	1
ID=gene-TraAM80_00581	1
ID=gene-TraAM80_00583	1
ID=gene-TraAM80_00584	1
ID=gene-TraAM80_00585	1
ID=gene-TraAM80_00586	1
ID=gene-TraAM80_00587	1
ID=gene-TraAM80_00588	1
ID=gene-TraAM80_00589	1
ID=gene-TraAM80_00590	1
ID=gene-TraAM80_00591	1
ID=gene-TraAM80_00594	1
ID=gene-TraAM80_00597	1
ID=gene-TraAM80_00598	1
ID=gene-TraAM80_00599	1
ID=gene-TraAM80_00601	1
ID=gene-TraAM80_00602	1
ID=gene-TraAM80_00604	1
ID=gene-TraAM80_00605	1
ID=gene-TraAM80_00608	1
ID=gene-TraAM80_00609	1
ID=gene-TraAM80_00611	1
ID=gene-TraAM80_00612	1
ID=gene-TraAM80_00613	1
ID=gene-TraAM80_00614	1
ID=gene-TraAM80_00615	1
ID=gene-TraAM80_00616	1
ID=gene-TraAM80_00617	1
ID=gene-TraAM80_00619	1
ID=gene-TraAM80_00620	1
ID=gene-TraAM80_00621	1
ID=gene-TraAM80_00622	1
ID=gene-TraAM80_00624	1
ID=gene-TraAM80_00625	1
ID=gene-TraAM80_00626	1
ID=gene-TraAM80_00627	1
ID=gene-TraAM80_00628	1
ID=gene-TraAM80_00629	1
ID=gene-TraAM80_00630	1
ID=gene-TraAM80_00632	1
ID=gene-TraAM80_00631	1
ID=gene-TraAM80_00633	1
ID=gene-TraAM80_00634	1
ID=gene-TraAM80_00635	1
ID=gene-TraAM80_00636	1
ID=gene-TraAM80_00637	1
ID=gene-TraAM80_00639	1
ID=gene-TraAM80_00640	1
ID=gene-TraAM80_00641	1
ID=gene-TraAM80_00642	1
ID=gene-TraAM80_00643	1
ID=gene-TraAM80_00645	1
ID=gene-TraAM80_00646	1
ID=gene-TraAM80_00648	1
ID=gene-TraAM80_00653	1
ID=gene-TraAM80_00654	1
ID=gene-TraAM80_00655	1
ID=gene-TraAM80_00656	1
ID=gene-TraAM80_00657	1
ID=gene-TraAM80_00660	1
ID=gene-TraAM80_00662	1
ID=gene-TraAM80_00669	1
ID=gene-TraAM80_00668	1
ID=gene-TraAM80_00674	1
ID=gene-TraAM80_00675	1
ID=gene-TraAM80_00677	1
ID=gene-TraAM80_00678	1
ID=gene-TraAM80_00679	1
ID=gene-TraAM80_00680	1
ID=gene-TraAM80_00681	1
ID=gene-TraAM80_00683	1
ID=gene-TraAM80_00684	1
ID=gene-TraAM80_00685	1
ID=gene-TraAM80_00687	1
ID=gene-TraAM80_00689	1
ID=gene-TraAM80_00691	1
ID=gene-TraAM80_00692	1
ID=gene-TraAM80_00693	1
ID=gene-TraAM80_00694	1
ID=gene-TraAM80_00696	1
ID=gene-TraAM80_00697	1
ID=gene-TraAM80_00698	1
ID=gene-TraAM80_00699	1
ID=gene-TraAM80_00700	1
ID=gene-TraAM80_00701	1
ID=gene-TraAM80_00704	1
ID=gene-TraAM80_00706	1
ID=gene-TraAM80_00707	1
ID=gene-TraAM80_00710	1
ID=gene-TraAM80_00711	1
ID=gene-TraAM80_00712	1
ID=gene-TraAM80_00713	1
ID=gene-TraAM80_00714	1
ID=gene-TraAM80_00715	1
ID=gene-TraAM80_00716	1
ID=gene-TraAM80_00717	1
ID=gene-TraAM80_00718	1
ID=gene-TraAM80_00719	1
ID=gene-TraAM80_00720	1
ID=gene-TraAM80_00721	1
ID=gene-TraAM80_00722	1
ID=gene-TraAM80_00723	1
ID=gene-TraAM80_00724	1
ID=gene-TraAM80_00725	1
ID=gene-TraAM80_00726	1
ID=gene-TraAM80_00727	1
ID=gene-TraAM80_00728	1
ID=gene-TraAM80_00729	1
ID=gene-TraAM80_00730	1
ID=gene-TraAM80_00731	1
ID=gene-TraAM80_00732	1
ID=gene-TraAM80_00733	1
ID=gene-TraAM80_00734	1
ID=gene-TraAM80_00736	1
ID=gene-TraAM80_00738	1
ID=gene-TraAM80_00739	1
ID=gene-TraAM80_00740	1
ID=gene-TraAM80_00741	1
ID=gene-TraAM80_00742	1
ID=gene-TraAM80_00743	1
ID=gene-TraAM80_00744	1
ID=gene-TraAM80_00745	1
ID=gene-TraAM80_00746	1
ID=gene-TraAM80_00747	1
ID=gene-TraAM80_00748	1
ID=gene-TraAM80_00749	1
ID=gene-TraAM80_00750	1
ID=gene-TraAM80_00751	1
ID=gene-TraAM80_00752	1
ID=gene-TraAM80_00753	1
ID=gene-TraAM80_00754	1
ID=gene-TraAM80_00755	1
ID=gene-TraAM80_00756	1
ID=gene-TraAM80_00758	1
ID=gene-TraAM80_00759	1
ID=gene-TraAM80_00760	1
ID=gene-TraAM80_00761	1
ID=gene-TraAM80_00762	1
ID=gene-TraAM80_00763	1
ID=gene-TraAM80_00765	1
ID=gene-TraAM80_00769	1
ID=gene-TraAM80_00770	1
ID=gene-TraAM80_00771	1
ID=gene-TraAM80_00772	1
ID=gene-TraAM80_00773	1
ID=gene-TraAM80_00774	1
ID=gene-TraAM80_00775	1
ID=gene-TraAM80_00776	1
ID=gene-TraAM80_00777	1
ID=gene-TraAM80_00778	1
ID=gene-TraAM80_00779	1
ID=gene-TraAM80_00781	1
ID=gene-TraAM80_00782	1
ID=gene-TraAM80_00784	1
ID=gene-TraAM80_00786	1
ID=gene-TraAM80_00787	1
ID=gene-TraAM80_00788	1
ID=gene-TraAM80_00789	1
ID=gene-TraAM80_00791	1
ID=gene-TraAM80_00792	1
ID=gene-TraAM80_00793	1
ID=gene-TraAM80_00794	1
ID=gene-TraAM80_00796	1
ID=gene-TraAM80_00797	1
ID=gene-TraAM80_00798	1
ID=gene-TraAM80_00799	1
ID=gene-TraAM80_00800	1
ID=gene-TraAM80_00801	1
ID=gene-TraAM80_00802	1
ID=gene-TraAM80_00803	1
ID=gene-TraAM80_00805	1
ID=gene-TraAM80_00807	1
ID=gene-TraAM80_00808	1
ID=gene-TraAM80_00809	1
ID=gene-TraAM80_00810	1
ID=gene-TraAM80_00812	1
ID=gene-TraAM80_00811	1
ID=gene-TraAM80_00813	1
ID=gene-TraAM80_00814	1
ID=gene-TraAM80_00816	1
ID=gene-TraAM80_00817	1
ID=gene-TraAM80_00819	1
ID=gene-TraAM80_00820	1
ID=gene-TraAM80_00821	1
ID=gene-TraAM80_00822	1
ID=gene-TraAM80_00823	1
ID=gene-TraAM80_00825	1
ID=gene-TraAM80_00826	1
ID=gene-TraAM80_00828	1
ID=gene-TraAM80_00831	1
ID=gene-TraAM80_00832	1
ID=gene-TraAM80_00833	1
ID=gene-TraAM80_00835	1
ID=gene-TraAM80_00836	1
ID=gene-TraAM80_00837	1
ID=gene-TraAM80_00838	1
ID=gene-TraAM80_00839	1
ID=gene-TraAM80_00840	1
ID=gene-TraAM80_00841	1
ID=gene-TraAM80_00842	1
ID=gene-TraAM80_00843	1
ID=gene-TraAM80_00844	1
ID=gene-TraAM80_00845	1
ID=gene-TraAM80_00846	1
ID=gene-TraAM80_00847	1
ID=gene-TraAM80_00848	1
ID=gene-TraAM80_00849	1
ID=gene-TraAM80_00850	1
ID=gene-TraAM80_00851	1
ID=gene-TraAM80_00852	1
ID=gene-TraAM80_00853	1
ID=gene-TraAM80_00854	1
ID=gene-TraAM80_00856	1
ID=gene-TraAM80_00858	1
ID=gene-TraAM80_00859	1
ID=gene-TraAM80_00860	1
ID=gene-TraAM80_00861	1
ID=gene-TraAM80_00862	1
ID=gene-TraAM80_00864	1
ID=gene-TraAM80_00865	1
ID=gene-TraAM80_00867	1
ID=gene-TraAM80_00868	1
ID=gene-TraAM80_00874	1
ID=gene-TraAM80_00875	1
ID=gene-TraAM80_00876	1
ID=gene-TraAM80_00877	1
ID=gene-TraAM80_00878	1
ID=gene-TraAM80_00879	1
ID=gene-TraAM80_00880	1
ID=gene-TraAM80_00881	1
ID=gene-TraAM80_00882	1
ID=gene-TraAM80_00883	1
ID=gene-TraAM80_00884	1
ID=gene-TraAM80_00885	1
ID=gene-TraAM80_00887	1
ID=gene-TraAM80_00890	1
ID=gene-TraAM80_00891	1
ID=gene-TraAM80_00893	1
ID=gene-TraAM80_00894	1
ID=gene-TraAM80_00895	1
ID=gene-TraAM80_00896	1
ID=gene-TraAM80_00899	1
ID=gene-TraAM80_00903	1
ID=gene-TraAM80_00905	1
ID=gene-TraAM80_00912	1
ID=gene-TraAM80_00915	1
ID=gene-TraAM80_00916	1
ID=gene-TraAM80_00918	1
ID=gene-TraAM80_00920	1
ID=gene-TraAM80_00921	1
ID=gene-TraAM80_00922	1
ID=gene-TraAM80_00923	1
ID=gene-TraAM80_00924	1
ID=gene-TraAM80_00926	1
ID=gene-TraAM80_00927	1
ID=gene-TraAM80_00928	1
ID=gene-TraAM80_00929	1
ID=gene-TraAM80_00930	1
ID=gene-TraAM80_00931	1
ID=gene-TraAM80_00932	1
ID=gene-TraAM80_00933	1
ID=gene-TraAM80_00934	1
ID=gene-TraAM80_00937	1
ID=gene-TraAM80_00938	1
ID=gene-TraAM80_00939	1
ID=gene-TraAM80_00941	1
ID=gene-TraAM80_00942	1
ID=gene-TraAM80_00944	1
ID=gene-TraAM80_00945	1
ID=gene-TraAM80_00947	1
ID=gene-TraAM80_00949	1
ID=gene-TraAM80_00950	1
ID=gene-TraAM80_00951	1
ID=gene-TraAM80_00952	1
ID=gene-TraAM80_00953	1
ID=gene-TraAM80_00954	1
ID=gene-TraAM80_00955	1
ID=gene-TraAM80_00956	1
ID=gene-TraAM80_00957	1
ID=gene-TraAM80_00958	1
ID=gene-TraAM80_00959	1
ID=gene-TraAM80_00960	1
ID=gene-TraAM80_00961	1
ID=gene-TraAM80_00962	1
ID=gene-TraAM80_00963	1
ID=gene-TraAM80_00964	1
ID=gene-TraAM80_00966	1
ID=gene-TraAM80_00968	1
ID=gene-TraAM80_00970	1
ID=gene-TraAM80_00980	1
ID=gene-TraAM80_00981	1
ID=gene-TraAM80_00982	1
ID=gene-TraAM80_00983	1
ID=gene-TraAM80_00984	1
ID=gene-TraAM80_00985	1
ID=gene-TraAM80_00986	1
ID=gene-TraAM80_00987	1
ID=gene-TraAM80_00988	1
ID=gene-TraAM80_00989	1
ID=gene-TraAM80_00990	1
ID=gene-TraAM80_00991	1
ID=gene-TraAM80_00992	1
ID=gene-TraAM80_00993	1
ID=gene-TraAM80_00994	1
ID=gene-TraAM80_00995	1
ID=gene-TraAM80_00997	1
ID=gene-TraAM80_00998	1
ID=gene-TraAM80_00999	1
ID=gene-TraAM80_01000	1
ID=gene-TraAM80_01001	1
ID=gene-TraAM80_01002	1
ID=gene-TraAM80_01003	1
ID=gene-TraAM80_01004	1
ID=gene-TraAM80_01005	1
ID=gene-TraAM80_01006	1
ID=gene-TraAM80_01007	1
ID=gene-TraAM80_01010	1
ID=gene-TraAM80_01011	1
ID=gene-TraAM80_01012	1
ID=gene-TraAM80_01013	1
ID=gene-TraAM80_01015	1
ID=gene-TraAM80_01017	1
ID=gene-TraAM80_01018	1
ID=gene-TraAM80_01019	1
ID=gene-TraAM80_01021	1
ID=gene-TraAM80_01022	1
ID=gene-TraAM80_01023	1
ID=gene-TraAM80_01024	1
ID=gene-TraAM80_01025	1
ID=gene-TraAM80_01026	1
ID=gene-TraAM80_01028	1
ID=gene-TraAM80_01029	1
ID=gene-TraAM80_01030	1
ID=gene-TraAM80_01031	1
ID=gene-TraAM80_01035	1
ID=gene-TraAM80_01036	1
ID=gene-TraAM80_01038	1
ID=gene-TraAM80_01039	1
ID=gene-TraAM80_01040	1
ID=gene-TraAM80_01041	1
ID=gene-TraAM80_01042	1
ID=gene-TraAM80_01044	1
ID=gene-TraAM80_01045	1
ID=gene-TraAM80_01046	1
ID=gene-TraAM80_01047	1
ID=gene-TraAM80_01050	1
ID=gene-TraAM80_01053	1
ID=gene-TraAM80_01054	1
ID=gene-TraAM80_01055	1
ID=gene-TraAM80_01056	1
ID=gene-TraAM80_01058	1
ID=gene-TraAM80_01060	1
ID=gene-TraAM80_01061	1
ID=gene-TraAM80_01063	1
ID=gene-TraAM80_01064	1
ID=gene-TraAM80_01065	1
ID=gene-TraAM80_01067	1
ID=gene-TraAM80_01068	1
ID=gene-TraAM80_01069	1
ID=gene-TraAM80_01070	1
ID=gene-TraAM80_01071	1
ID=gene-TraAM80_01073	1
ID=gene-TraAM80_01074	1
ID=gene-TraAM80_01075	1
ID=gene-TraAM80_01076	1
ID=gene-TraAM80_01077	1
ID=gene-TraAM80_01078	1
ID=gene-TraAM80_01079	1
ID=gene-TraAM80_01080	1
ID=gene-TraAM80_01081	1
ID=gene-TraAM80_01082	1
ID=gene-TraAM80_01083	1
ID=gene-TraAM80_01084	1
ID=gene-TraAM80_01085	1
ID=gene-TraAM80_01086	1
ID=gene-TraAM80_01089	1
ID=gene-TraAM80_01090	1
ID=gene-TraAM80_01092	1
ID=gene-TraAM80_01095	1
ID=gene-TraAM80_01096	1
ID=gene-TraAM80_01100	1
ID=gene-TraAM80_01101	1
ID=gene-TraAM80_01102	1
ID=gene-TraAM80_01104	1
ID=gene-TraAM80_01106	1
