	0
ID=gene-TraAM80_00762	1
ID=gene-TraAM80_00764	1
ID=gene-TraAM80_00770	1
ID=gene-TraAM80_00773	1
ID=gene-TraAM80_00833	1
ID=gene-TraAM80_00801	1
ID=gene-TraAM80_00805	1
ID=gene-TraAM80_00811	1
ID=gene-TraAM80_00817	1
ID=gene-TraAM80_00848	1
ID=gene-TraAM80_00858	1
ID=gene-TraAM80_00867	1
ID=gene-TraAM80_00836	1
ID=gene-TraAM80_00837	1
ID=gene-TraAM80_00853	1
ID=gene-TraAM80_00854	1
ID=gene-TraAM80_00872	1
ID=gene-TraAM80_00896	1
ID=gene-TraAM80_00906	1
ID=gene-TraAM80_00894	1
ID=gene-TraAM80_00905	1
ID=gene-TraAM80_00912	1
ID=gene-TraAM80_00979	1
ID=gene-TraAM80_00942	1
ID=gene-TraAM80_00948	1
ID=gene-TraAM80_00960	1
ID=gene-TraAM80_00964	1
ID=gene-TraAM80_00980	1
ID=gene-TraAM80_00992	1
ID=gene-TraAM80_01007	1
ID=gene-TraAM80_00997	1
ID=gene-TraAM80_01003	1
ID=gene-TraAM80_01015	1
ID=gene-TraAM80_01053	1
ID=gene-TraAM80_01034	1
ID=gene-TraAM80_01039	1
ID=gene-TraAM80_01057	1
ID=gene-TraAM80_01074	1
ID=gene-TraAM80_01080	1
ID=gene-TraAM80_01092	1
ID=gene-TraAM80_01104	1
ID=gene-TraAM80_01113	1
ID=gene-TraAM80_01115	1
ID=gene-TraAM80_01124	1
ID=gene-TraAM80_01129	1
ID=gene-TraAM80_01134	1
ID=gene-TraAM80_01111	1
ID=gene-TraAM80_01160	1
ID=gene-TraAM80_01162	1
ID=gene-TraAM80_01170	1
ID=gene-TraAM80_01182	1
ID=gene-TraAM80_01193	1
ID=gene-TraAM80_01212	1
ID=gene-TraAM80_01233	1
ID=gene-TraAM80_01207	1
ID=gene-TraAM80_01215	1
ID=gene-TraAM80_01219	1
ID=gene-TraAM80_01221	1
ID=gene-TraAM80_01259	1
ID=gene-TraAM80_01265	1
ID=gene-TraAM80_01273	1
ID=gene-TraAM80_01279	1
ID=gene-TraAM80_01283	1
ID=gene-TraAM80_01285	1
ID=gene-TraAM80_01295	1
ID=gene-TraAM80_01296	1
ID=gene-TraAM80_01264	1
ID=gene-TraAM80_01276	1
ID=gene-TraAM80_01291	1
ID=gene-TraAM80_01303	1
ID=gene-TraAM80_01311	1
ID=gene-TraAM80_01314	1
ID=gene-TraAM80_01324	1
ID=gene-TraAM80_01325	1
ID=gene-TraAM80_01326	1
ID=gene-TraAM80_01331	1
ID=gene-TraAM80_01335	1
ID=gene-TraAM80_01346	1
ID=gene-TraAM80_01359	1
ID=gene-TraAM80_01368	1
ID=gene-TraAM80_01371	1
ID=gene-TraAM80_01376	1
ID=gene-TraAM80_01341	1
ID=gene-TraAM80_01350	1
ID=gene-TraAM80_01353	1
ID=gene-TraAM80_01366	1
ID=gene-TraAM80_01367	1
ID=gene-TraAM80_01386	1
ID=gene-TraAM80_01410	1
ID=gene-TraAM80_01419	1
ID=gene-TraAM80_01422	1
ID=gene-TraAM80_01388	1
ID=gene-TraAM80_01449	1
ID=gene-TraAM80_01464	1
ID=gene-TraAM80_01432	1
ID=gene-TraAM80_01440	1
ID=gene-TraAM80_01452	1
ID=gene-TraAM80_01458	1
ID=gene-TraAM80_01460	1
ID=gene-TraAM80_01491	1
ID=gene-TraAM80_01470	1
ID=gene-TraAM80_01472	1
ID=gene-TraAM80_01475	1
ID=gene-TraAM80_01481	1
ID=gene-TraAM80_01484	1
ID=gene-TraAM80_01494	1
ID=gene-TraAM80_01493	1
ID=gene-TraAM80_01499	1
ID=gene-TraAM80_01509	1
ID=gene-TraAM80_01512	1
ID=gene-TraAM80_01520	1
ID=gene-TraAM80_01529	1
ID=gene-TraAM80_01535	1
ID=gene-TraAM80_01545	1
ID=gene-TraAM80_01548	1
ID=gene-TraAM80_01549	1
ID=gene-TraAM80_01557	1
ID=gene-TraAM80_01567	1
ID=gene-TraAM80_01588	1
ID=gene-TraAM80_01595	1
ID=gene-TraAM80_01597	1
ID=gene-TraAM80_01608	1
ID=gene-TraAM80_01561	1
ID=gene-TraAM80_01569	1
ID=gene-TraAM80_01637	1
ID=gene-TraAM80_01639	1
ID=gene-TraAM80_01623	1
ID=gene-TraAM80_01631	1
ID=gene-TraAM80_01633	1
ID=gene-TraAM80_01641	1
ID=gene-TraAM80_01646	1
ID=gene-TraAM80_01667	1
ID=gene-TraAM80_01672	1
ID=gene-TraAM80_01663	1
ID=gene-TraAM80_01668	1
ID=gene-TraAM80_01669	1
ID=gene-TraAM80_01670	1
ID=gene-TraAM80_01673	1
ID=gene-TraAM80_01674	1
ID=gene-TraAM80_01700	1
ID=gene-TraAM80_01708	1
ID=gene-TraAM80_01716	1
ID=gene-TraAM80_01748	1
ID=gene-TraAM80_01756	1
ID=gene-TraAM80_01721	1
ID=gene-TraAM80_01734	1
ID=gene-TraAM80_01735	1
ID=gene-TraAM80_01754	1
ID=gene-TraAM80_01778	1
ID=gene-TraAM80_01770	1
ID=gene-TraAM80_01788	1
ID=gene-TraAM80_01797	1
ID=gene-TraAM80_01798	1
ID=gene-TraAM80_01802	1
ID=gene-TraAM80_01813	1
ID=gene-TraAM80_01819	1
ID=gene-TraAM80_01823	1
ID=gene-TraAM80_01805	1
ID=gene-TraAM80_01806	1
ID=gene-TraAM80_01825	1
ID=gene-TraAM80_01833	1
ID=gene-TraAM80_01827	1
ID=gene-TraAM80_01838	1
ID=gene-TraAM80_01840	1
ID=gene-TraAM80_01852	1
ID=gene-TraAM80_01856	1
ID=gene-TraAM80_01866	1
ID=gene-TraAM80_01877	1
ID=gene-TraAM80_01867	1
ID=gene-TraAM80_01880	1
ID=gene-TraAM80_01883	1
ID=gene-TraAM80_01885	1
ID=gene-TraAM80_01889	1
ID=gene-TraAM80_01902	1
ID=gene-TraAM80_01911	1
ID=gene-TraAM80_01913	1
ID=gene-TraAM80_01914	1
ID=gene-TraAM80_01915	1
ID=gene-TraAM80_01921	1
ID=gene-TraAM80_01926	1
ID=gene-TraAM80_01929	1
ID=gene-TraAM80_01935	1
ID=gene-TraAM80_01941	1
ID=gene-TraAM80_01944	1
ID=gene-TraAM80_01954	1
ID=gene-TraAM80_01950	1
ID=gene-TraAM80_01959	1
ID=gene-TraAM80_01976	1
ID=gene-TraAM80_01986	1
ID=gene-TraAM80_01994	1
ID=gene-TraAM80_02000	1
ID=gene-TraAM80_02002	1
ID=gene-TraAM80_02014	1
ID=gene-TraAM80_02016	1
ID=gene-TraAM80_02018	1
ID=gene-TraAM80_02023	1
ID=gene-TraAM80_02024	1
ID=gene-TraAM80_02049	1
ID=gene-TraAM80_02052	1
ID=gene-TraAM80_02054	1
ID=gene-TraAM80_02019	1
ID=gene-TraAM80_02020	1
ID=gene-TraAM80_02044	1
ID=gene-TraAM80_02046	1
ID=gene-TraAM80_02057	1
ID=gene-TraAM80_02062	1
ID=gene-TraAM80_02071	1
ID=gene-TraAM80_02093	1
ID=gene-TraAM80_02113	1
ID=gene-TraAM80_02115	1
ID=gene-TraAM80_02123	1
ID=gene-TraAM80_02133	1
ID=gene-TraAM80_02108	1
ID=gene-TraAM80_02155	1
ID=gene-TraAM80_02158	1
ID=gene-TraAM80_02161	1
ID=gene-TraAM80_02164	1
ID=gene-TraAM80_02165	1
ID=gene-TraAM80_02168	1
ID=gene-TraAM80_02173	1
ID=gene-TraAM80_02188	1
ID=gene-TraAM80_02210	1
ID=gene-TraAM80_02189	1
ID=gene-TraAM80_02196	1
ID=gene-TraAM80_02204	1
ID=gene-TraAM80_02211	1
ID=gene-TraAM80_02219	1
ID=gene-TraAM80_02220	1
ID=gene-TraAM80_02225	1
ID=gene-TraAM80_02215	1
ID=gene-TraAM80_02216	1
ID=gene-TraAM80_02223	1
ID=gene-TraAM80_02226	1
ID=gene-TraAM80_02228	1
ID=gene-TraAM80_02229	1
ID=gene-TraAM80_02233	1
ID=gene-TraAM80_02234	1
ID=gene-TraAM80_02236	1
ID=gene-TraAM80_02237	1
ID=gene-TraAM80_02238	1
ID=gene-TraAM80_02244	1
ID=gene-TraAM80_02245	1
ID=gene-TraAM80_02247	1
ID=gene-TraAM80_02272	1
ID=gene-TraAM80_02253	1
ID=gene-TraAM80_02255	1
ID=gene-TraAM80_02259	1
ID=gene-TraAM80_02262	1
ID=gene-TraAM80_02267	1
ID=gene-TraAM80_02274	1
ID=gene-TraAM80_02277	1
ID=gene-TraAM80_02287	1
ID=gene-TraAM80_02294	1
ID=gene-TraAM80_02310	1
ID=gene-TraAM80_02311	1
ID=gene-TraAM80_02307	1
ID=gene-TraAM80_02312	1
ID=gene-TraAM80_02315	1
ID=gene-TraAM80_02324	1
ID=gene-TraAM80_02345	1
ID=gene-TraAM80_02352	1
ID=gene-TraAM80_02359	1
ID=gene-TraAM80_02373	1
ID=gene-TraAM80_02374	1
ID=gene-TraAM80_02392	1
ID=gene-TraAM80_02403	1
ID=gene-TraAM80_02406	1
ID=gene-TraAM80_02382	1
ID=gene-TraAM80_02394	1
ID=gene-TraAM80_02410	1
ID=gene-TraAM80_02435	1
ID=gene-TraAM80_02467	1
ID=gene-TraAM80_02439	1
ID=gene-TraAM80_02445	1
ID=gene-TraAM80_02450	1
ID=gene-TraAM80_02464	1
ID=gene-TraAM80_02468	1
ID=gene-TraAM80_02469	1
ID=gene-TraAM80_02485	1
ID=gene-TraAM80_02483	1
ID=gene-TraAM80_02490	1
ID=gene-TraAM80_02503	1
ID=gene-TraAM80_02520	1
ID=gene-TraAM80_02522	1
ID=gene-TraAM80_02525	1
ID=gene-TraAM80_02527	1
ID=gene-TraAM80_02510	1
ID=gene-TraAM80_02523	1
ID=gene-TraAM80_02524	1
ID=gene-TraAM80_02526	1
ID=gene-TraAM80_02530	1
ID=gene-TraAM80_02534	1
ID=gene-TraAM80_02542	1
ID=gene-TraAM80_02553	1
ID=gene-TraAM80_02533	1
ID=gene-TraAM80_02552	1
ID=gene-TraAM80_02556	1
ID=gene-TraAM80_02579	1
ID=gene-TraAM80_02581	1
ID=gene-TraAM80_02585	1
ID=gene-TraAM80_02586	1
ID=gene-TraAM80_02602	1
ID=gene-TraAM80_02612	1
ID=gene-TraAM80_02627	1
ID=gene-TraAM80_02637	1
ID=gene-TraAM80_02607	1
ID=gene-TraAM80_02613	1
ID=gene-TraAM80_02619	1
ID=gene-TraAM80_02624	1
ID=gene-TraAM80_02643	1
ID=gene-TraAM80_02647	1
ID=gene-TraAM80_02648	1
ID=gene-TraAM80_02658	1
ID=gene-TraAM80_02645	1
ID=gene-TraAM80_02651	1
ID=gene-TraAM80_02664	1
ID=gene-TraAM80_02678	1
ID=gene-TraAM80_02690	1
ID=gene-TraAM80_02693	1
ID=gene-TraAM80_02718	1
ID=gene-TraAM80_02721	1
ID=gene-TraAM80_02722	1
ID=gene-TraAM80_02701	1
ID=gene-TraAM80_02708	1
ID=gene-TraAM80_02720	1
ID=gene-TraAM80_02748	1
ID=gene-TraAM80_02731	1
ID=gene-TraAM80_02732	1
ID=gene-TraAM80_02737	1
ID=gene-TraAM80_02743	1
ID=gene-TraAM80_02745	1
ID=gene-TraAM80_02761	1
ID=gene-TraAM80_02773	1
ID=gene-TraAM80_02786	1
ID=gene-TraAM80_02793	1
ID=gene-TraAM80_02794	1
ID=gene-TraAM80_02802	1
ID=gene-TraAM80_02788	1
ID=gene-TraAM80_02818	1
ID=gene-TraAM80_02835	1
ID=gene-TraAM80_02837	1
ID=gene-TraAM80_02869	1
ID=gene-TraAM80_02840	1
ID=gene-TraAM80_02847	1
ID=gene-TraAM80_02888	1
ID=gene-TraAM80_02891	1
ID=gene-TraAM80_02893	1
ID=gene-TraAM80_02886	1
ID=gene-TraAM80_02902	1
ID=gene-TraAM80_02913	1
ID=gene-TraAM80_02917	1
ID=gene-TraAM80_02940	1
ID=gene-TraAM80_02947	1
ID=gene-TraAM80_02948	1
ID=gene-TraAM80_02956	1
ID=gene-TraAM80_02960	1
ID=gene-TraAM80_02997	1
ID=gene-TraAM80_02980	1
ID=gene-TraAM80_02987	1
ID=gene-TraAM80_03014	1
ID=gene-TraAM80_03021	1
ID=gene-TraAM80_03023	1
ID=gene-TraAM80_03011	1
ID=gene-TraAM80_03024	1
ID=gene-TraAM80_03031	1
ID=gene-TraAM80_03050	1
ID=gene-TraAM80_03053	1
ID=gene-TraAM80_03076	1
ID=gene-TraAM80_03079	1
ID=gene-TraAM80_03087	1
ID=gene-TraAM80_03098	1
ID=gene-TraAM80_03107	1
ID=gene-TraAM80_03110	1
ID=gene-TraAM80_03089	1
ID=gene-TraAM80_03090	1
ID=gene-TraAM80_03091	1
ID=gene-TraAM80_03092	1
ID=gene-TraAM80_03109	1
ID=gene-TraAM80_03119	1
ID=gene-TraAM80_03120	1
ID=gene-TraAM80_03114	1
ID=gene-TraAM80_03127	1
ID=gene-TraAM80_03139	1
ID=gene-TraAM80_03138	1
ID=gene-TraAM80_03142	1
ID=gene-TraAM80_03152	1
ID=gene-TraAM80_03159	1
ID=gene-TraAM80_03184	1
ID=gene-TraAM80_03167	1
ID=gene-TraAM80_03183	1
ID=gene-TraAM80_03202	1
ID=gene-TraAM80_03205	1
ID=gene-TraAM80_03201	1
ID=gene-TraAM80_03204	1
ID=gene-TraAM80_03216	1
ID=gene-TraAM80_03234	1
ID=gene-TraAM80_03225	1
ID=gene-TraAM80_03228	1
ID=gene-TraAM80_03229	1
ID=gene-TraAM80_03233	1
ID=gene-TraAM80_03238	1
ID=gene-TraAM80_03250	1
ID=gene-TraAM80_03262	1
ID=gene-TraAM80_03264	1
ID=gene-TraAM80_03265	1
ID=gene-TraAM80_03266	1
ID=gene-TraAM80_03269	1
ID=gene-TraAM80_03293	1
ID=gene-TraAM80_03301	1
ID=gene-TraAM80_03303	1
ID=gene-TraAM80_03309	1
ID=gene-TraAM80_03313	1
ID=gene-TraAM80_03320	1
ID=gene-TraAM80_03322	1
ID=gene-TraAM80_03323	1
ID=gene-TraAM80_03331	1
ID=gene-TraAM80_03341	1
ID=gene-TraAM80_03325	1
ID=gene-TraAM80_03326	1
ID=gene-TraAM80_03327	1
ID=gene-TraAM80_03329	1
ID=gene-TraAM80_03364	1
ID=gene-TraAM80_03358	1
ID=gene-TraAM80_03376	1
ID=gene-TraAM80_03386	1
ID=gene-TraAM80_03404	1
ID=gene-TraAM80_03380	1
ID=gene-TraAM80_03389	1
ID=gene-TraAM80_03391	1
ID=gene-TraAM80_03405	1
ID=gene-TraAM80_03431	1
ID=gene-TraAM80_03412	1
ID=gene-TraAM80_03416	1
ID=gene-TraAM80_03437	1
ID=gene-TraAM80_03440	1
ID=gene-TraAM80_03448	1
ID=gene-TraAM80_03469	1
ID=gene-TraAM80_03441	1
ID=gene-TraAM80_03446	1
ID=gene-TraAM80_03449	1
ID=gene-TraAM80_03453	1
ID=gene-TraAM80_03465	1
ID=gene-TraAM80_03477	1
ID=gene-TraAM80_03481	1
ID=gene-TraAM80_03500	1
ID=gene-TraAM80_03502	1
ID=gene-TraAM80_03508	1
ID=gene-TraAM80_03511	1
ID=gene-TraAM80_03512	1
ID=gene-TraAM80_03514	1
ID=gene-TraAM80_03526	1
ID=gene-TraAM80_03538	1
ID=gene-TraAM80_03557	1
ID=gene-TraAM80_03560	1
ID=gene-TraAM80_03562	1
ID=gene-TraAM80_03564	1
ID=gene-TraAM80_03565	1
ID=gene-TraAM80_03578	1
ID=gene-TraAM80_03566	1
ID=gene-TraAM80_03571	1
ID=gene-TraAM80_03585	1
ID=gene-TraAM80_03587	1
ID=gene-TraAM80_03586	1
ID=gene-TraAM80_03596	1
ID=gene-TraAM80_03589	1
ID=gene-TraAM80_03594	1
ID=gene-TraAM80_03601	1
ID=gene-TraAM80_03632	1
ID=gene-TraAM80_03636	1
ID=gene-TraAM80_03638	1
ID=gene-TraAM80_03647	1
ID=gene-TraAM80_03657	1
ID=gene-TraAM80_03660	1
ID=gene-TraAM80_03687	1
ID=gene-TraAM80_03697	1
ID=gene-TraAM80_03700	1
ID=gene-TraAM80_03708	1
ID=gene-TraAM80_03738	1
ID=gene-TraAM80_03718	1
ID=gene-TraAM80_03720	1
ID=gene-TraAM80_03729	1
ID=gene-TraAM80_03733	1
ID=gene-TraAM80_03741	1
ID=gene-TraAM80_03766	1
ID=gene-TraAM80_03767	1
ID=gene-TraAM80_03770	1
ID=gene-TraAM80_03773	1
ID=gene-TraAM80_03776	1
ID=gene-TraAM80_03788	1
ID=gene-TraAM80_03787	1
ID=gene-TraAM80_03797	1
ID=gene-TraAM80_03812	1
ID=gene-TraAM80_03817	1
ID=gene-TraAM80_03818	1
ID=gene-TraAM80_03830	1
ID=gene-TraAM80_03839	1
ID=gene-TraAM80_03850	1
ID=gene-TraAM80_03853	1
ID=gene-TraAM80_03861	1
ID=gene-TraAM80_03869	1
ID=gene-TraAM80_03874	1
ID=gene-TraAM80_03891	1
ID=gene-TraAM80_03894	1
ID=gene-TraAM80_03904	1
ID=gene-TraAM80_03928	1
ID=gene-TraAM80_03912	1
ID=gene-TraAM80_03918	1
ID=gene-TraAM80_03923	1
ID=gene-TraAM80_03937	1
ID=gene-TraAM80_03940	1
ID=gene-TraAM80_03943	1
ID=gene-TraAM80_03948	1
ID=gene-TraAM80_03950	1
ID=gene-TraAM80_03939	1
ID=gene-TraAM80_03941	1
ID=gene-TraAM80_03952	1
ID=gene-TraAM80_03961	1
ID=gene-TraAM80_03962	1
ID=gene-TraAM80_03963	1
ID=gene-TraAM80_03984	1
ID=gene-TraAM80_03988	1
ID=gene-TraAM80_03994	1
ID=gene-TraAM80_04008	1
ID=gene-TraAM80_04024	1
ID=gene-TraAM80_04020	1
ID=gene-TraAM80_04039	1
ID=gene-TraAM80_04040	1
ID=gene-TraAM80_04041	1
ID=gene-TraAM80_04066	1
ID=gene-TraAM80_04063	1
ID=gene-TraAM80_04075	1
ID=gene-TraAM80_04093	1
ID=gene-TraAM80_04091	1
ID=gene-TraAM80_04113	1
ID=gene-TraAM80_04115	1
ID=gene-TraAM80_04118	1
ID=gene-TraAM80_04119	1
ID=gene-TraAM80_04137	1
ID=gene-TraAM80_04134	1
ID=gene-TraAM80_04143	1
ID=gene-TraAM80_04140	1
ID=gene-TraAM80_04151	1
ID=gene-TraAM80_04191	1
ID=gene-TraAM80_04206	1
ID=gene-TraAM80_04188	1
ID=gene-TraAM80_04194	1
ID=gene-TraAM80_04195	1
ID=gene-TraAM80_04201	1
ID=gene-TraAM80_04202	1
ID=gene-TraAM80_04212	1
ID=gene-TraAM80_04213	1
ID=gene-TraAM80_04214	1
ID=gene-TraAM80_04219	1
ID=gene-TraAM80_04218	1
ID=gene-TraAM80_04232	1
ID=gene-TraAM80_04249	1
ID=gene-TraAM80_04255	1
ID=gene-TraAM80_04279	1
ID=gene-TraAM80_04289	1
ID=gene-TraAM80_04297	1
ID=gene-TraAM80_04281	1
ID=gene-TraAM80_04296	1
ID=gene-TraAM80_04298	1
ID=gene-TraAM80_04299	1
ID=gene-TraAM80_04306	1
ID=gene-TraAM80_04315	1
ID=gene-TraAM80_04317	1
ID=gene-TraAM80_04330	1
ID=gene-TraAM80_04348	1
ID=gene-TraAM80_04350	1
ID=gene-TraAM80_04364	1
ID=gene-TraAM80_04368	1
ID=gene-TraAM80_04355	1
ID=gene-TraAM80_04375	1
ID=gene-TraAM80_04374	1
ID=gene-TraAM80_04378	1
ID=gene-TraAM80_04388	1
ID=gene-TraAM80_04397	1
ID=gene-TraAM80_04401	1
ID=gene-TraAM80_04398	1
ID=gene-TraAM80_04399	1
ID=gene-TraAM80_04410	1
ID=gene-TraAM80_04432	1
ID=gene-TraAM80_04455	1
ID=gene-TraAM80_04453	1
ID=gene-TraAM80_04462	1
ID=gene-TraAM80_04471	1
ID=gene-TraAM80_04464	1
ID=gene-TraAM80_04473	1
ID=gene-TraAM80_04479	1
ID=gene-TraAM80_04496	1
ID=gene-TraAM80_04495	1
ID=gene-TraAM80_04498	1
ID=gene-TraAM80_04500	1
ID=gene-TraAM80_04505	1
ID=gene-TraAM80_04517	1
ID=gene-TraAM80_04515	1
ID=gene-TraAM80_04554	1
ID=gene-TraAM80_04558	1
ID=gene-TraAM80_04566	1
ID=gene-TraAM80_04569	1
ID=gene-TraAM80_04570	1
ID=gene-TraAM80_04574	1
ID=gene-TraAM80_04582	1
ID=gene-TraAM80_04594	1
ID=gene-TraAM80_04600	1
ID=gene-TraAM80_04604	1
ID=gene-TraAM80_04610	1
ID=gene-TraAM80_04613	1
ID=gene-TraAM80_04622	1
ID=gene-TraAM80_04646	1
ID=gene-TraAM80_04648	1
ID=gene-TraAM80_04656	1
ID=gene-TraAM80_04669	1
ID=gene-TraAM80_04679	1
ID=gene-TraAM80_04683	1
ID=gene-TraAM80_04693	1
ID=gene-TraAM80_04703	1
ID=gene-TraAM80_04710	1
ID=gene-TraAM80_04712	1
ID=gene-TraAM80_04716	1
ID=gene-TraAM80_04732	1
ID=gene-TraAM80_04742	1
ID=gene-TraAM80_04723	1
ID=gene-TraAM80_04726	1
ID=gene-TraAM80_04733	1
ID=gene-TraAM80_04735	1
ID=gene-TraAM80_04738	1
ID=gene-TraAM80_04736	1
ID=gene-TraAM80_04740	1
ID=gene-TraAM80_04756	1
ID=gene-TraAM80_04758	1
ID=gene-TraAM80_04753	1
ID=gene-TraAM80_04754	1
ID=gene-TraAM80_04767	1
ID=gene-TraAM80_04768	1
ID=gene-TraAM80_04783	1
ID=gene-TraAM80_04785	1
ID=gene-TraAM80_04788	1
ID=gene-TraAM80_04803	1
ID=gene-TraAM80_04812	1
ID=gene-TraAM80_04816	1
ID=gene-TraAM80_04829	1
ID=gene-TraAM80_04841	1
ID=gene-TraAM80_04846	1
ID=gene-TraAM80_04848	1
ID=gene-TraAM80_04853	1
ID=gene-TraAM80_04854	1
ID=gene-TraAM80_04869	1
ID=gene-TraAM80_04865	1
ID=gene-TraAM80_04866	1
ID=gene-TraAM80_04868	1
ID=gene-TraAM80_04882	1
ID=gene-TraAM80_04922	1
ID=gene-TraAM80_04929	1
ID=gene-TraAM80_04944	1
ID=gene-TraAM80_04927	1
ID=gene-TraAM80_04931	1
ID=gene-TraAM80_04935	1
ID=gene-TraAM80_04943	1
ID=gene-TraAM80_04979	1
ID=gene-TraAM80_04980	1
ID=gene-TraAM80_04984	1
ID=gene-TraAM80_04997	1
ID=gene-TraAM80_05010	1
ID=gene-TraAM80_05019	1
ID=gene-TraAM80_05011	1
ID=gene-TraAM80_05021	1
ID=gene-TraAM80_05031	1
ID=gene-TraAM80_05024	1
ID=gene-TraAM80_05026	1
ID=gene-TraAM80_05029	1
ID=gene-TraAM80_05034	1
ID=gene-TraAM80_05048	1
ID=gene-TraAM80_05052	1
ID=gene-TraAM80_05055	1
ID=gene-TraAM80_05038	1
ID=gene-TraAM80_05063	1
ID=gene-TraAM80_05072	1
ID=gene-TraAM80_05077	1
ID=gene-TraAM80_05093	1
ID=gene-TraAM80_05080	1
ID=gene-TraAM80_05104	1
ID=gene-TraAM80_05096	1
ID=gene-TraAM80_05099	1
ID=gene-TraAM80_05132	1
ID=gene-TraAM80_05136	1
ID=gene-TraAM80_05143	1
ID=gene-TraAM80_05152	1
ID=gene-TraAM80_05159	1
ID=gene-TraAM80_05156	1
ID=gene-TraAM80_05174	1
ID=gene-TraAM80_05179	1
ID=gene-TraAM80_05189	1
ID=gene-TraAM80_05194	1
ID=gene-TraAM80_05202	1
ID=gene-TraAM80_05201	1
ID=gene-TraAM80_05199	1
ID=gene-TraAM80_05233	1
ID=gene-TraAM80_05228	1
ID=gene-TraAM80_05248	1
ID=gene-TraAM80_05250	1
ID=gene-TraAM80_05252	1
ID=gene-TraAM80_05257	1
ID=gene-TraAM80_05255	1
ID=gene-TraAM80_05258	1
ID=gene-TraAM80_05266	1
ID=gene-TraAM80_05273	1
ID=gene-TraAM80_05268	1
ID=gene-TraAM80_05269	1
ID=gene-TraAM80_05284	1
ID=gene-TraAM80_05285	1
ID=gene-TraAM80_05295	1
ID=gene-TraAM80_05283	1
ID=gene-TraAM80_05292	1
ID=gene-TraAM80_05294	1
